,Unnamed: 0,label,url,brand,name,price,skin type,concern,img
25,25,face-moisturisers,https://www.myntra.com/face-moisturisers/skinkraft/skinkraft-women-oil-balance-moisturizer-for-slightly-oily-skin-45-ml/15345054/buy,skinkraft,women oil balance moisturizer for slightly oily skin 45 ml,₹ 499,oily,"excess oil,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15345054/2021/9/2/c920ef7d-fdee-4406-93f6-aa44d6ff92881630589192902SKINKRAFT1.jpg"
26,26,face-moisturisers,https://www.myntra.com/face-moisturisers/biotique/biotique-bio-white-advanced-fairness-treatment-sustainable-face-cream-50-g/2432712/buy,biotique,bio white advanced fairness treatment sustainable face cream 50 g,₹ 67,all,"uneven skin tone,hydration,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2432712/2021/3/8/4677988b-af76-42ae-9051-8f8255d4e6431615186816320-Biotique-Bio-White-Advanced-Fairness-Treatment-Face-Sustaina-1.jpg"
27,27,face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-white-perfect-clinical-day-anti-spot-whitening-spf-19-pa-cream-50ml/135676/buy,loreal,paris white perfect clinical day anti spot whitening spf 19 pa+++ cream 50ml,₹ 702,all,"pigmentation,dull skin,dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/135676/2017/6/21/11498046508542-Loreal-White-Perfect-Laser-Whitening-Cream-5071498046508456-1.jpg"
28,28,face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-sustainable-whiteglow-skin-tightening--brightening-gel-creme-with-spf-25-40g/1920200/buy,lotus herbals,sustainable whiteglow skin tightening brightening gel creme with spf 25 40g,₹ 182,all,"softening,smoothening,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1920200/2020/10/10/5f2c3eed-16a5-4aa3-bc12-5d71658a16271602272543274LotusHerbalsSustainableWomenWhiteGlowSkinTighteningBrighteni1.jpg"
29,29,face-moisturisers,https://www.myntra.com/face-moisturisers/skinkraft/skinkraft-customized-moisturizer-for-oily-skin---45-ml/15345052/buy,skinkraft,customized moisturizer for oily skin - 45 ml,₹ 499,oily,"excess oil,dryness,hydration","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15345052/2021/9/2/00a22bbe-f828-47c0-aed6-6a68b431fcfa1630588600147SKINKRAFT1.jpg"
30,30,face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-revitalift-moisturizing-anti-ageing-night-cream-50ml/62002/buy,loreal,paris revitalift moisturizing anti-ageing night cream 50ml,₹ 507,normal,"skin sagging,hydration,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/62002/2018/11/26/5a23f7d9-19f0-4620-b952-3eca4711a3c91543236688492-LOreal-Paris-Women-Revitalift-Night-Cream-4301543236687444-1.jpg"
31,31,face-moisturisers,https://www.myntra.com/face-moisturisers/lakme/lakme-peach-milk-moisturiser-with-spf-24-200ml/7197213/buy,lakme,peach milk moisturiser with spf 24 200ml,₹ 297,all,"general care,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7197213/2018/10/31/71642cb0-8f6e-4388-aab6-d6030c9329bb1540983745087-Lakme-Women-Sunscreen-4101540983745058-1.jpg"
32,32,face-moisturisers,https://www.myntra.com/face-moisturisers/bioayurveda/bioayurveda-youth-restore-face-cream--120g/15444678/buy,bioayurveda,youth restore face cream- 120g,₹ 100,normal,"fine lines,wrinkles,softening,smoothening,uneven skin tone","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15444678/2021/9/13/b85d2c1b-1346-4230-8be6-7627268755521631540387298FaceMoisturisers1.jpg"
33,33,face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-sustainable-professional-phyto-rx-whitening--brightening-night-creme-50g/10365395/buy,lotus herbals,sustainable professional phyto-rx whitening brightening night creme 50g,₹ 419,all,"dull skin,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10365395/2019/9/18/3f479450-dfc8-48f3-a09b-215d4746a6721568799873185-Lotus-Herbals-Professional-Phyto-Rx-Whitening--Brightening-N-1.jpg"
34,34,face-moisturisers,https://www.myntra.com/face-moisturisers/plum/plum-green-tea-range-mattifying-sustainable-moisturizer-50ml/1460744/buy,plum,green tea range mattifying sustainable moisturizer 50ml,₹ 413,oily,"acne,blemishes,blackheads,whiteheads,excess oil","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1460744/2021/9/25/69197a28-e013-4424-b803-2bb428743e601632536708222PlumGreenTeaMattifyingSustainableMoisturizer50ml1.jpg"
35,35,face-moisturisers,https://www.myntra.com/face-moisturisers/the-face-shop/the-face-shop-unisex-rice--ceramide-moisturizing-emulsion-150-ml/9113689/buy,the face shop,unisex rice & ceramide moisturizing emulsion 150 ml,₹ 712,all,"dryness,dull skin,deep nourishment","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9113689/2021/8/11/fd6c832a-14cc-414b-8903-0779a1ca0d791628659023997TheFaceShopUnisexRiceCeramideMoisturizingEmulsion150ml1.jpg"
36,36,face-moisturisers,https://www.myntra.com/face-moisturisers/biotique/biotique-bio-winter-green-spot-correcting-anti-acne-sustainable-cream-15g/1661474/buy,biotique,bio winter green spot correcting anti-acne sustainable cream 15g,₹ 117,oily,"acne,blemishes,dark spots,acne,blemishes","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661474/2021/2/10/0d9e2c3b-ee61-4f58-bda2-9642a62107b01612953788265BiotiqueBioWinterGreenSpotCorrectingAnti-AcneSustainableCrea1.jpg"
37,37,face-moisturisers,https://www.myntra.com/face-moisturisers/neutrogena/neutrogena-women-set-of-norwegian-formula-spf-15-lip-moisturizer--hydro-boost-water-gel/9653839/buy,neutrogena,women set of norwegian formula spf 15 lip moisturizer & hydro boost water gel,₹ 849,all,"hydration,deep nourishment,dryness","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9653839/2019/5/13/44e43659-ed16-4045-b44f-6883397dc4961557750513986-Neutrogena-Women-Set-of-Norwegian-Formula-SPF-15-Lip-Moistur-1.jpg"
38,38,face-moisturisers,https://www.myntra.com/face-moisturisers/bioayurveda/bioayurveda-black-cellular-restorative-balancing-night-face-creme-120-g/15722406/buy,bioayurveda,black cellular restorative balancing night face creme 120 g,₹ 100,all,"fine lines,wrinkles,skin sagging,pigmentation","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15722406/2021/10/4/b4f62190-9ae0-42bf-aa1a-cee2014355561633335352465BIOAYURVEDA1.jpg"
39,39,face-moisturisers,https://www.myntra.com/face-moisturisers/lakme/lakme-absolute-perfect-radiance-spf-20-pa--skin-lightening-light-creme-50-g/1254170/buy,lakme,absolute perfect radiance spf 20 pa ++ skin lightening light creme 50 g,₹ 259,combination,general care,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1254170/2018/2/9/11518176029526-Lakme-Women-Face-Moisturisers-3231518176029493-1.jpg"
40,40,face-moisturisers,https://www.myntra.com/face-moisturisers/garnier/garnier-skin-naturals-bb-cream-30-g/630316/buy,garnier,skin naturals bb cream 30 g,₹ 140,normal,"uneven skin tone,blackheads,whiteheads,sun protection","https://assets.myntassets.com/h_720,q_90,w_540/v1/image/style/properties/630316/Garnier-Skin-Naturals-Beauty-Benefit-Cream_1_f23e680aafdad8c8e8d0b28397b33fb3.jpg"
41,41,face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-unisex-skin-perfect-age-40-anti-aging-plus-whitening-sustainable-cream-50g/625428/buy,loreal,paris unisex skin perfect age 40+ anti-aging plus whitening sustainable cream 50g,₹ 360,all,"fine lines,wrinkles,blackheads,whiteheads,excess oil","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/625428/2021/8/11/a25e47f9-ee92-413c-b154-fad53fad630f1628670577904-LOreal-Paris-Unisex-Skin-Perfect-Age-40-Anti-Aging-Plus-Whit-1.jpg"
42,42,face-moisturisers,https://www.myntra.com/face-moisturisers/neutrogena/neutrogena-oil-free--spf-15-face-moisturizer--115ml/6967604/buy,neutrogena,oil-free spf 15 face moisturizer 115ml,₹ 472,all,"sun protection,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6967604/2018/8/16/c60f0796-dab5-4db2-89bf-64f8f405928c1534405463084-Neutrogena-Unisex-Face-Moisturisers-2911534405462946-1.jpg"
43,43,face-moisturisers,https://www.myntra.com/face-moisturisers/good-vibes/good-vibes-vitamin-c-glow-gel-creme-50-g/15311302/buy,good vibes,vitamin c glow gel creme (50 g),₹ 221,all,"dull skin,softening,smoothening,deep nourishment","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15311302/2021/8/31/87752833-b44b-4b74-9342-999a70d29dc91630382771701GoodVibesVitaminCGlowGelCreme50g1.jpg"
44,44,face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-total-effects-7-in-one-night-cream--50-g/13509846/buy,olay,total effects 7 in one night cream- 50 g,₹ 629,normal,"fine lines,wrinkles,softening,smoothening,hydration","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13509846/2021/8/11/b67377aa-386a-41e3-b1a7-7e3889d7eb531628659416371OlayTotalEffects7InOneNightCream-50g1.jpg"
45,45,face-moisturisers,https://www.myntra.com/face-moisturisers/olay/olay-total-effects-7-in-one-night-cream--50-g/13509846/buy,olay,total effects 7 in one night cream- 50 g,₹ 629,normal,"fine lines,wrinkles,softening,smoothening,hydration","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13509846/2021/8/11/b67377aa-386a-41e3-b1a7-7e3889d7eb531628659416371OlayTotalEffects7InOneNightCream-50g1.jpg"
46,46,face-moisturisers,https://www.myntra.com/face-moisturisers/plum/plum-e-luminence-deep-moisturising-sustainable-creme-50ml/1705380/buy,plum,e-luminence deep moisturising sustainable creme 50ml,₹ 488,combination,"dryness,blackheads,whiteheads,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1705380/2021/9/25/1e8b08aa-7b8a-4944-8794-92de324e9e071632536565426PlumE-luminenceDeepMoisturisingSustainableCreme50ml1.jpg"
47,47,face-moisturisers,https://www.myntra.com/face-moisturisers/lakme/lakme-absolute-perfect-radiance-skin-brightening-with-sun-protection-day-creme-28-g/13364834/buy,lakme,"absolute perfect radiance skin brightening with sun protection day creme, 28 g",₹ 180,all,"general care,deep nourishment,sun protection","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13364834/2021/3/8/0a565538-9af3-4e5f-b913-b53202ca96d71615202546118-Lakme-Women-Face-Moisturisers-1941615202545691-1.jpg"
48,48,face-moisturisers,https://www.myntra.com/face-moisturisers/lotus-herbals/lotus-herbals-sustainable--whiteglow-whitening--brightening-nourishing-night-creme-60g/95942/buy,lotus herbals,sustainable whiteglow whitening brightening nourishing night creme 60g,₹ 276,all,"pigmentation,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/95942/2020/10/9/27953c8c-5796-4fe7-902e-45f69165c4d11602267125887LotusHerbalsSustainableWomenWhiteglowWhiteningBrighteningNou1.jpg"
49,49,face-moisturisers,https://www.myntra.com/face-moisturisers/loreal/loreal-paris-white-perfect-whitening--even-tone-spf-17-pa-day-cream--50ml/236321/buy,loreal,paris white perfect whitening + even tone spf 17 pa++ day cream 50ml,₹ 357,normal,"pigmentation,blackheads,whiteheads,dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/236321/2021/8/11/91de6a3c-3818-4722-9612-da80d36f09f11628659393007LOrealParisWhitePerfectWhiteningEvenToneSPF17PADayCream50ml1.jpg"
50,50,face-moisturisers,https://www.myntra.com/face-moisturisers/swiss-beauty/swiss-beauty-anti-ageing-pomegranate-extract-face-oil-30-ml/15580364/buy,swiss beauty,anti-ageing pomegranate extract face oil 30 ml,₹ 254,all,"fine lines,wrinkles,deep nourishment,hydration","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15580364/2021/10/20/732f4276-a18e-4bd1-a228-2e3df1ace6b31634726637388-SWISS-BEAUTY-Unisex-Face-Moisturisers-9101634726637217-1.jpg"
51,51,face-moisturisers,https://www.myntra.com/face-moisturisers/mcaffeine/mcaffeine-oil-free-coffee-moisturizer-with-hyaluronic-acid--pro-vitamin-b5-50ml/14351572/buy,mcaffeine,mcaffeine oil-free coffee moisturizer with hyaluronic acid & pro vitamin b5 50ml,₹ 399,all,"hydration,excess oil,general care","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14351572/2021/10/19/4921e3c2-6c10-4fcf-a95e-b9e53288be301634644382406-mCaffeine-Oil-Free-Coffee-Moisturizer-with-Hyaluronic-Acid---15.jpg"
52,52,face-moisturisers,https://www.myntra.com/face-moisturisers/mac/mac-mini-strobe-cream---hydratant-lumineux-pinklite/12218208/buy,m.a.c,mini strobe cream - hydratant lumineux pinklite,₹ 1050,normal,"hydration,dull skin,dryness","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12218208/2021/8/11/97ac1636-7f43-4c1c-ab7e-8d776277feb61628669642282-MAC-Mini-Strobe-Cream---Hydratant-Lumineux-Pinklite-76162866-1.jpg"
53,53,face-moisturisers,https://www.myntra.com/face-moisturisers/neutrogena/neutrogena-oil-free-combination-skin-moisturizer-118ml/6967599/buy,neutrogena,oil-free combination skin moisturizer 118ml,₹ 405,combination,"excess oil,pigmentation,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6967599/2021/8/11/99e77e9d-4e13-4009-bd6b-b3060f4876a21628671473584NeutrogenaOil-FreeCombinationSkinMoisturizer118ml1.jpg"
54,54,face-moisturisers,https://www.myntra.com/face-moisturisers/neutrogena/neutrogena-rapid-wrinkle-repair-spf-30-day-cream-29-ml/2427949/buy,neutrogena,rapid wrinkle repair spf 30 day cream 29 ml,₹ 1250,normal,"fine lines,wrinkles,pigmentation,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2427949/2021/8/11/81184720-2648-4256-8f07-47ee58665d7a1628659243438NeutrogenaRapidWrinkleRepairSPF30DayCream29ml1.jpg"
55,55,face-moisturisers,https://www.myntra.com/face-moisturisers/beardo/beardo-men-ultraglow-daily-moisturising-lotion-with-spf-30-100g/2111586/buy,beardo,men ultraglow daily moisturising lotion with spf 30 100g,₹ 170,all,"sun protection,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2111586/2021/8/11/34ab6ce3-d936-42d4-83bb-ab8f1563b6e11628671480060BEARDOMenUltraglowDailyMoisturisingLotionwithSPF30100g1.jpg"
56,56,face-moisturisers,https://www.myntra.com/face-moisturisers/the-body-shop/the-body-shop-vitamin-e-moisture-cream-50ml/2434703/buy,the body shop,vitamin e moisture cream 50ml,₹ 845,all,"hydration,excess oil,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2434703/2018/1/30/11517313228893-The-Body-Shop-Vitamin-E-Moisture-Cream-4261517313228881-1.jpg"
57,57,face-moisturisers,https://www.myntra.com/face-moisturisers/bioayurveda/bioayurveda-night-renewal-face-cream-for-lightening-spots--glow-boost---120-g/15722394/buy,bioayurveda,night renewal face cream for lightening spots & glow boost - 120 g,₹ 100,all,"uneven skin tone,tan removal,softening,smoothening","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15722394/2021/10/4/d0128e71-64a8-42ca-9a1e-0400e594589d1633344315358BIOAYURVEDA1.jpg"
58,58,face-moisturisers,https://www.myntra.com/face-moisturisers/ponds/ponds-light-moisturiser-non-oily-fresh-feel-250-ml/9270865/buy,ponds,light moisturiser non-oily fresh feel 250 ml,₹ 262,all,"general care,,","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9270865/2021/9/29/1de150cd-aab0-48af-87b0-64c815515ab21632856608557-Ponds-Light-Moisturiser-Non-Oily-Fresh-Feel-250-ml-903163285-1.jpg"
59,59,face-moisturisers,https://www.myntra.com/face-moisturisers/phy/phy-mens-green-tea-superlight-moisturizer/15018466/buy,phy,mens green tea superlight moisturizer,₹ 425,oily,"acne,blemishes,dark spots,hydration","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15018466/2021/9/2/68525957-e9cd-49d6-a5f6-cf0ee086769b1630554938685-Phy-Mens-Green-Tea-Superlight-Moisturizer-2601630554938328-1.jpg"
