,Unnamed: 0,label,url,brand,name,price,skin type,skin tone,img
18,20,primer,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-hd-ace-of-base-radiance-primer-30-g/11488666/buy,faces canada,ultime pro hd ace of base radiance primer 30 g,₹ 719,all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11488666/2020/2/19/86095380-ac83-46eb-9d52-d8ae2948e9911582108231669-FACES-CANADA-Women-Foundation-and-Primer-281582108231146-1.jpg"
19,21,primer,https://www.myntra.com/foundation-and-primer/milani/milani-bright-side-illuminating-face-primer/14685998/buy,milani,bright side illuminating face primer,₹ 1040,all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14685998/2021/9/30/99a43f55-cebe-4a83-be92-3403439699c71633026290743-MILANI-Women-Foundation-and-Primer-5441633026290128-1.jpg"
20,22,primer,https://www.myntra.com/foundation-and-primer/mac/mac-prep--prime-fix-100-ml/9590429/buy,m.a.c,prep + prime fix+ 100 ml,₹ 1950,normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9590429/2020/4/15/9866d18d-2d1c-48af-b94c-ffe4e4b573fa1586933585962MACPrepPrimeFix100ml1.jpg"
21,23,primer,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-primerizer-primer--moisturizer---30-g/10699656/buy,faces canada,ultime pro primerizer primer + moisturizer - 30 g,₹ 599,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10699656/2020/7/22/bac3bd42-1fb6-43d2-8b43-6520012abd6a1595425943318FacesCanadaUltimeProPrimerizerPrimerMoisturizer30g1.jpg"
22,24,primer,https://www.myntra.com/foundation-and-primer/sugar/sugar-grand-finale-highlighting-setting-mist/12468508/buy,sugar,grand finale highlighting setting mist,₹ 699,all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12468508/2021/8/13/67c81971-7a5a-4ca9-b32a-878d2d0bc4121628846581514SUGARGrandFinaleHighlightingSettingMist1.jpg"
23,25,primer,https://www.myntra.com/foundation-and-primer/mac/mac-prep--prime-fix-shimmer---pinklite-100ml/9589269/buy,m.a.c,prep + prime fix+ shimmer - pinklite 100ml,₹ 1900,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9589269/2020/4/15/62acfea1-2c4f-4ed6-9f33-517ba548d9e61586933578051MACPREPPRIMEFIXSHIMMER-Pinklite100ml1.jpg"
24,26,primer,https://www.myntra.com/foundation-and-primer/pac/pac-studio-finish-oil-primer-20-ml/9794163/buy,pac,studio finish oil primer 20 ml,₹ 795,normal,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9794163/2019/10/9/114ff9e2-4c11-4261-a30c-19ed952de2161570618267670-PAC-Unisex-Foundation-and-Primer-7421570618267055-1.jpg"
25,27,primer,https://www.myntra.com/foundation-and-primer/xx-revolution/xx-revolution-glow-fixx-fixing-mist-100-ml/15092582/buy,xx revolution,glow fixx fixing mist-100 ml,₹ 1062,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15092582/2021/8/18/433f6e31-be78-4545-8752-a8be7b94c4e21629282165369-XX-Revolution-Women-Foundation-and-Primer-9831629282165270-1.jpg"
26,28,primer,https://www.myntra.com/foundation-and-primer/mac/mac-prep--prime-fix-shimmer---goldlite-100ml/9590503/buy,m.a.c,prep + prime fix+ shimmer - goldlite 100ml,₹ 1950,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9590503/2020/5/8/b83f3daf-f2ec-45b8-ac8b-e39566a7f56e1588914511394-MAC-Prep-Prime-Fix-Shimmer---Goldlite-100-ml-154158891451072-1.jpg"
27,29,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-the-original-photo-finish-smooth--blur-primer-30-ml/12278900/buy,smashbox,the original photo finish smooth blur primer 30 ml,₹ 3050,all,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/12278900/2020/9/15/efca1be9-7d72-483d-a354-9e4b14c3031e1600175308024TheOriginalPhotoFinishSmoothBlurPrimer1.jpg"
28,31,primer,https://www.myntra.com/foundation-and-primer/xx-revolution/xx-revolution-hydra-fixx-fixing-mist-100-ml/15092600/buy,xx revolution,hydra fixx fixing mist 100 ml,₹ 875,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15092600/2021/8/18/41a9c280-dcd8-4bd3-b6e1-8635ae52e1a71629282319133-XX-Revolution-Women-Foundation-and-Primer-9221629282319023-1.jpg"
29,32,primer,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-set-of-3-skin-care-kit/15456836/buy,bobbi brown,set of 3 skin care kit,₹ 990,normal,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15456836/2021/9/14/544c7974-9d2e-4c66-b79f-5499c49f0def1631600706815-Bobbi-Brown-Women-Foundation-and-Primer-1901631600706667-1.jpg"
30,33,primer,https://www.myntra.com/foundation-and-primer/mac/mac-prepprime-fix---rose-100ml/9590027/buy,m.a.c,prep+prime fix+ - rose 100ml,₹ 1900,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9590027/2020/4/15/b757500b-2aca-4aaf-bd45-7d755d2fb5d61586933586869MACPrepPrimeFixRose1.jpg"
31,34,primer,https://www.myntra.com/foundation-and-primer/milani/milani-skin-quench-hydrating-face-primer/14686008/buy,milani,skin quench hydrating face primer,₹ 1120,all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14686008/2021/9/30/90787348-ca8f-4cae-a247-5f853506d51f1633026343860-MILANI-Women-Foundation-and-Primer-1741633026343113-1.jpg"
32,35,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-women-photo-finish-primer-30-ml/12278932/buy,smashbox,women photo finish primer 30 ml,₹ 3350,all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12278932/2020/9/16/8c0037c8-004a-4952-bca0-3a8ec72db5ef1600234696854-smashbox-Women-Photo-Finish-Primer-30-ml-9691600234696616-1.jpg"
33,37,primer,https://www.myntra.com/foundation-and-primer/pac/pac-pore-primer-25-g/9788959/buy,pac,pore primer 25 g,₹ 845,normal,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9788959/2019/10/9/28dc4df4-5b6c-43b4-a535-57173530923b1570618223586-PAC-Unisex-Foundation-and-Primer-4411570618223181-1.jpg"
34,38,primer,https://www.myntra.com/foundation-and-primer/mac/mac-prep--prime-natural-radiance---radiant-pink-50ml/9590279/buy,m.a.c,prep + prime natural radiance - radiant pink 50ml,₹ 3600,all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9590279/2019/5/21/a1d86aab-de38-4948-a2cf-a6ea04791c001558417087399-MAC-Women-Foundation-and-Primer-91558417087305-1.jpg"
35,39,primer,https://www.myntra.com/foundation-and-primer/lotus-herbals/lotus-herbals-sustainable-proedit-silk-touch-luminizing-primer-20-g/8939443/buy,lotus herbals,sustainable proedit silk touch luminizing primer 20 g,₹ 471,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8939443/2020/10/9/c696abfe-d7ea-4e63-b694-739d386e4d061602267265921LotusHerbalsSustainableProeditSilkTouchLuminizingPrimer20g1.jpg"
36,40,primer,https://www.myntra.com/foundation-and-primer/sugar/sugar-the-most-eligiblur-smoothing-primer-25-ml/11878126/buy,sugar,the most eligiblur smoothing primer 25 ml,₹ 799,all,medium to dark,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11878126/2021/8/13/53a4caf2-d1f0-45ba-9ab8-ae4e774d989d1628846384191SUGARTheMostEligiblurSmoothingPrimer25ml11.jpg"
37,41,primer,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-vitamin-rich-primer-15-gm/14545282/buy,faces canada,vitamin rich primer 15 gm,₹ 559,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/6/16/a32c019f-e3bd-4b98-a672-bd8fb53d28ef1623843009878-1.jpg"
38,42,primer,https://www.myntra.com/foundation-and-primer/sugar/sugar-cosmetics-face-fwd-primer-stick-6g/11882784/buy,sugar,cosmetics face fwd primer stick 6g,₹ 799,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11882784/2021/8/13/2232ad4f-109a-47f0-8cf0-ae309fe18d411628846429212SUGARCosmeticsFaceFwdPrimerStick6g1.jpg"
39,43,primer,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-set-of-base-primer---fixing-spray/13538360/buy,makeup revolution london,set of base primer & fixing spray,₹ 1111,all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13538360/2021/1/29/d0c195a9-c2e3-4d6c-bd21-e035c925aa451611924691975MakeupRevolutionLondonSetOfBasePrimerFixingSpray1.jpg"
40,45,primer,https://www.myntra.com/foundation-and-primer/xx-revolution/xx-revolution-face-fixx-moisturising-fixing-mist-100-ml/15092574/buy,xx revolution,face fixx moisturising fixing mist-100 ml,₹ 875,normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15092574/2021/8/18/888798ab-5670-44d3-a246-ab30c4be024e1629282086360-XX-Revolution-Women-Foundation-and-Primer-4511629282086201-1.jpg"
41,46,primer,https://www.myntra.com/foundation-and-primer/myglamm/myglamm-tinted-perfection-brightening-banana-primer/14603842/buy,myglamm,tinted perfection brightening banana primer,₹ 876,all,dark to deep,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/6/23/5f07a3ee-3a2b-4ee0-aa99-36aec40a12341624425424275-1.jpg"
42,47,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-oil--shine-control-primer-8-ml/13125244/buy,smashbox,photo finish oil & shine control primer 8 ml,₹ 990,normal,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/13125244/2020/12/1/76e464ee-7460-46a1-814a-ce346f71ba341606833295196-Smashbox-Women-Foundation-and-Primer-4211606833295023-1.jpg"
43,48,primer,https://www.myntra.com/foundation-and-primer/relove/relove-by-revolution-power-fix-primer-12-ml/15286260/buy,relove,by revolution power fix primer-12 ml,₹ 569,normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15286260/2021/9/2/7c696f92-a3ff-44c3-b459-afcfb5ce10531630587047463-RELOVE-Women-Foundation-and-Primer-2301630587047349-1.jpg"
44,49,primer,https://www.myntra.com/foundation-and-primer/sugar/sugar-grand-finale-matte-setting-mist-50-ml/12468506/buy,sugar,grand finale matte setting mist 50 ml,₹ 699,all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12468506/2021/8/13/d79e1340-7c37-4da2-a10b-26798f23bf761628846399049SUGARGrandFinaleMatteSettingMist50ml1.jpg"
45,50,primer,https://www.myntra.com/foundation-and-primer/sugar/sugar-grand-finale-matte-setting-mist-50-ml/12468506/buy,sugar,grand finale matte setting mist 50 ml,₹ 699,all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12468506/2021/8/13/d79e1340-7c37-4da2-a10b-26798f23bf761628846399049SUGARGrandFinaleMatteSettingMist50ml1.jpg"
46,51,primer,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-set-of-ultime-pro-primer--moisturizer--makeup-fixer/15065218/buy,faces canada,set of ultime pro primer + moisturizer & makeup fixer,₹ 1448,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15065218/2021/8/25/f04c7e6e-5e07-4ad8-832f-30a81c2be3901629890665989-FACES-CANADA-Women-Foundation-and-Primer-4491629890665663-1.jpg"
47,53,primer,https://www.myntra.com/foundation-and-primer/milani/milani-chill-out-soothing-face-primer-30-ml/14685982/buy,milani,chill out soothing face primer-30 ml,₹ 1200,normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14685982/2021/9/30/471755d5-273e-4331-9127-80a22b0bd22d1633026188932-MILANI-Women-Foundation-and-Primer-5521633026188205-1.jpg"
48,54,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-oil--shine-control-primer-30-ml/12278918/buy,smashbox,photo finish oil shine control primer 30 ml,₹ 3050,oily,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12278918/2020/9/3/f8783d3d-a989-4d93-991c-357364be2ff91599132154952PhotoFinishOilShineControlPrimer1.jpg"
49,55,primer,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-set-of-2-fixing-sprays/7729506/buy,makeup revolution london,set of 2 fixing sprays,₹ 1215,all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7729506/2019/2/26/58acbdbb-dbeb-4725-8004-4b1d9ee65b2c1551178678393-Makeup-Revolution-London-Women-Foundation-and-Primer-3991551-1.jpg"
50,57,primer,https://www.myntra.com/foundation-and-primer/incolor/exposed-by-incolor-essence-of-base-rose-petal-gel-foundation--primer-30-ml/11094556/buy,incolor,exposed by incolor essence of base rose petal gel foundation & primer 30 ml,₹ 395,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/11/29/41322f1d-c09f-4a71-8c8b-0447f41939791575026319145-1.jpg"
51,58,primer,https://www.myntra.com/foundation-and-primer/wet-n-wild/wet-n-wild-set-of-photofocus-natural-finish-setting-spray--10-pan-palette-eyeshadow/13538602/buy,wet n wild,set of photofocus natural finish setting spray & 10 pan palette eyeshadow,₹ 943,normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13538602/2021/2/1/bf2614ff-3351-4767-b28d-063340cce2071612170614364-Wet-n-Wild-Set-of-Photofocus-Natural-Finish-Setting-Spray--1-1.jpg"
52,59,primer,https://www.myntra.com/foundation-and-primer/wet-n-wild/wet-n-wild-set-of-concealer--natural-finish-setting-spray/13538574/buy,wet n wild,set of concealer & natural finish setting spray,₹ 817,normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13538574/2021/2/1/03700145-4612-4bb6-87b1-7b9c776d2b091612170462044-Wet-n-Wild-Set-of-Concealer--Natural-Finish-Setting-Spray-91-1.jpg"
53,60,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-the-original-photo-finish-smooth--blur-primer-8-ml/13125242/buy,smashbox,the original photo finish smooth & blur primer 8 ml,₹ 990,all,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/13125242/2020/12/1/4900a986-fa6e-4681-9102-f5366c9965141606833288128-Smashbox-Women-Foundation-and-Primer-8281606833287985-1.jpg"
54,61,primer,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-prestige-moisturizing-primer-40-ml/14274790/buy,miss claire,prestige moisturizing primer 40 ml,₹ 1395,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14274790/2021/8/4/a286a008-c121-4ba0-b0e1-778bdc85b5251628091059314-Miss-Claire-Women-Foundation-and-Primer-8781628091059260-1.jpg"
55,62,primer,https://www.myntra.com/foundation-and-primer/pac/pac-sparkly-distraction-glitter-primer-10-ml/9791817/buy,pac,sparkly distraction glitter primer 10 ml,₹ 595,normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9791817/2019/10/9/f8447b32-193f-48cb-b311-f1a5a17970151570618237309-PAC-Unisex-Eyeshadow-3661570618236880-1.jpg"
56,63,primer,https://www.myntra.com/foundation-and-primer/milani/milani-prime-correcting--pore-minimizing-face-primer/12817236/buy,milani,prime correcting + pore minimizing face primer,₹ 1001,normal,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/12817236/2020/11/23/8828b787-7b21-4086-b243-ff360237a9f11606140430541-MILANI-Women-Foundation-and-Primer-1591606140430459-1.jpg"
57,64,primer,https://www.myntra.com/foundation-and-primer/milani/milani-no-pore-zone-mattifyng-face-primer-with-lily--bamboo-extracts/14686000/buy,milani,no pore zone mattifyng face primer with lily & bamboo extracts,₹ 1040,all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14686000/2021/9/30/7e3cbbba-17fe-42fd-8fba-fb0b4ca97f1c1633026301534-MILANI-Women-Foundation-and-Primer-7301633026300908-1.jpg"
58,65,primer,https://www.myntra.com/foundation-and-primer/mac/mac-prep--prime-fix-lavender-100ml/9588345/buy,m.a.c,prep + prime fix+ lavender 100ml,₹ 1950,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9588345/2020/10/19/4dea23cc-e131-47c6-a70a-48f1dcca45ad1603095137332-MAC-Prep--Prime-Fix---Lavender-100ml-4401603095136144-1.jpg"
59,66,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-the-original-photo-finish-smooth--blur-primer--travel-size-12-ml/12278914/buy,smashbox,the original photo finish smooth blur primer- travel size 12 ml,₹ 1450,all,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/12278914/2020/9/15/53cb4cbf-07c6-47b3-9dd2-c1d8e29db5361600175305849Travel-SizeTheOriginalPhotoFinishSmoothBlurPrimer1.jpg"
60,67,primer,https://www.myntra.com/foundation-and-primer/essence/essence-women-prime-studio-mattifying--pore-minimizing-primer/13049368/buy,essence,women prime+ studio mattifying + pore minimizing primer,₹ 382,all,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13049368/2020/11/26/0a05dde2-895f-4a39-b175-8ab1901d354d1606385782828-Essence-Prime-Studio-Mattifying--Pore-Minimizing-Primer-8871-1.jpg"
61,69,primer,https://www.myntra.com/foundation-and-primer/xx-revolution/xx-revolution-pore-fixx-fixing-mist-100-ml-/15092606/buy,xx revolution,pore fixx fixing mist 100 ml,₹ 875,oily,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15092606/2021/8/18/b9e7268b-3218-4e2c-a164-a658faf653321629282357139-XX-Revolution-Women-Foundation-and-Primer-9571629282357033-1.jpg"
62,70,primer,https://www.myntra.com/foundation-and-primer/relove/relove-by-revolution-super-matte-primer/15286218/buy,relove,by revolution super matte primer,₹ 419,all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15286218/2021/9/2/e1de817d-806b-45b8-acb3-22657cd3c6431630577100667-RELOVE-Women-Foundation-and-Primer-251630577100606-1.jpg"
63,71,primer,https://www.myntra.com/foundation-and-primer/revlon/revlon-photo-ready-perfecting-primer/376325/buy,revlon,photo ready perfecting primer,₹ 1376,all,fair to light,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/376325/2021/3/25/7dc2d4fb-cf6b-4bb7-8dca-47221a5562581616674204499-Revlon-PhotoReady-001-Perfecting-Primer-6611616674204249-1.jpg"
64,72,primer,https://www.myntra.com/foundation-and-primer/smashbox/smashbox-photo-finish-pore-minimizing-travel-size-primer-12-ml/12278930/buy,smashbox,photo finish pore minimizing travel size primer 12 ml,₹ 1450,oily,light to medium,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/12278930/2020/9/15/642c959e-8e34-4f59-bd3c-dc4b22b6896f1600175303930Travel-SizePhotoFinishPoreMinimizingPrimer1.jpg"
65,75,primer,https://www.myntra.com/foundation-and-primer/mac/mac-prep--prime-natural-radiance---radiant-yellow-50-ml/9590257/buy,m.a.c,prep + prime natural radiance - radiant yellow 50 ml,₹ 3600,normal,light to medium,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/9590257/2019/5/21/c184b4d8-dd5d-4a67-b1cb-0c0a908412881558417022910-MAC-Women-Foundation-and-Primer-6781558417022411-1.jpg"
